mp_id,Formula,IPF,Density,E_above_Hull,G_VRH,K_VRH,Elastic_Anisotropy,poisson_ratio,Y_Modulus,PC 1,PC 2,PC 3
mp-3283,RbNbO3,0.50694222,4.088579159,0.0,18.0,39.0,1.44,0.3,46.8,2.1684956528096477,0.3311216253287649,-0.19375058381587487
mp-3744,NaNbO2,0.564578351,5.414801144,0.0,97.0,146.0,0.5,0.23,238.62,1.6125136675795246,0.753966516394784,-0.9824729113909885
mp-4500,ZrNbP,0.109448315,6.893886775,0.0,99.0,174.0,0.28,0.26,249.48,0.01127101873264855,-0.05283934173499879,-0.4644522542821241
mp-4813,NbAlNi2,0.129781473,7.312634987999999,0.0,45.0,181.0,3.21,0.39,125.1,-0.16686919829608635,0.12937845812604318,-0.3340058189012676
mp-540924,NbTeI3,0.187893153,5.026952627,0.0,1.0,6.0,-12.87,0.43,2.86,1.0004689564645701,-0.519273229426837,-0.3653944726718016
mp-550070,NbBr2O,0.164098556,4.452127603,0.0,12.0,11.0,-9.7,0.09,26.16,1.099627557461752,-0.06448353331427754,-0.4445494568430216
mp-606393,NbBr3O,0.135678751,4.064234461,0.0,4.0,8.0,8.77,0.28,10.24,1.39964333678174,-0.27430868012883214,-0.32048609425044167
mp-7375,KNbO3,0.616168746,4.368736534,0.0,41.0,103.0,4.1,0.33,109.06,2.300921389977031,0.16482868311351279,0.04649423443490858
mp-752467,NbO2F,0.342496129,3.9853654389999997,0.0,53.0,101.0,1.64,0.28,135.68,1.146010370045315,0.34083436035312126,-0.5079215285949187
mp-7601,NbGaO4,0.482332651,4.819142822,0.0,59.0,163.0,0.29,0.34,158.12,1.1318169732471708,1.0517972822015083,-1.2825936538142322
mp-864631,LiNbRh2,0.15114825199999998,8.690848167999999,0.0,65.0,175.0,0.11,0.33,172.9,0.22355237381800425,0.42855955461191264,-0.6851210192870356
mp-864788,NbInRu2,0.125693975,10.42212331,0.0,95.0,208.0,0.03,0.3,247.0,0.009358135383031561,-0.16957124204487603,-0.950060708429952
mp-865241,TmNbOs2,0.14839128,15.27276005,0.0,88.0,204.0,0.11,0.31,230.56,-0.6611272799049392,-0.5716415541950344,-1.019360458930905
mp-865655,TiNbTc2,0.13246080400000002,8.908701472,0.0,96.0,222.0,0.28,0.31,251.52,0.31982153968196125,-0.4072387817343119,-1.349232838850522
mp-865857,YbNbRu2,0.150517793,11.62432815,0.0,64.0,164.0,0.59,0.33,170.24,-0.7610609929694442,-0.13529304358368935,-0.3063947275651822
mp-867795,ScNbTc2,0.130076931,8.355342749,0.0,66.0,186.0,0.24,0.34,176.88,0.08648964891768307,-0.41376076763458147,-1.1195834748491684
mp-8994,Rb2NbF6,0.301948686,3.8319813330000003,0.0,11.0,23.0,0.15,0.3,28.6,5.101252026535091,-2.4331747994330915,3.336484100064354
mp-8995,Cs2NbF6,0.32736808300000003,4.226923113,0.0,9.0,20.0,0.43,0.31,23.58,5.249395296167834,-3.1877478995354913,3.644113393169551
mp-9595,NbInO4,0.51869494,5.954351129,0.0,59.0,161.0,0.44,0.34,158.12,1.182213959305204,1.0310109114517358,-1.5165314399329803
mp-972323,TaNbTc2,0.123370157,11.97658369,0.0,108.0,195.0,0.44,0.27,274.32,0.09961057578923492,-0.2408212238845972,-1.142774641780534
mp-9808,Rb3NbO8,0.591649305,3.697465904,0.0,12.0,27.0,0.82,0.3,31.2,5.743988552385718,0.524327436266225,0.6293023248752512
mp-549490,KNb4O5F,0.44493007,5.59473081,0.0,84.0,139.0,1.0,0.25,210.0,4.222791490168636,1.2624147489031459,-1.3429101444441498
mp-7251,Ba2YNbO6,0.541216102,5.840609635,0.0,77.0,134.0,0.22,0.26,194.04,3.3580940952706206,4.027262861959969,-3.6199394556883786
mp-1033,BeNi,0.144666457,6.359073839,0.0,-20.0,185.0,-8.18,0.56,-62.4,-0.2832157374861032,-0.2127395962839677,-0.010125978307505619
mp-1048,TiNi,0.155298135,6.412985624,0.0,38.0,152.0,10.41,0.38,104.88,-0.12737599564280605,-0.19887847552212423,-0.1466808554855142
mp-1050,Ni3S4,0.15823648,4.843488501,0.0,43.0,115.0,0.0,0.33,114.38,-0.4432865830045863,-0.2872725934514128,-0.8876885166152465
mp-1057,Al3Ni2,0.105096124,4.767798831,0.0,86.0,130.0,0.05,0.23,211.56,-0.6660077167720297,-0.18340208442591135,0.1404924216082912
mp-1099,NiGe,0.132183248,7.985962531,0.0,62.0,136.0,1.47,0.3,161.2,-0.5058544064157722,-0.21221954826359452,0.011555204207094124
mp-1118,SiNi2,0.123318762,7.347406529,0.0,64.0,193.0,0.25,0.35,172.8,-0.7994678105378196,-0.18388272876181866,0.18988653105310457
mp-11397,Ga3Ni2,0.12624866,7.682461746,0.0,63.0,123.0,0.14,0.28,161.28,-0.6787604088687889,-0.23131562554516286,-0.06814239262340806
mp-11501,MnNi3,0.13809517400000001,8.498199184,0.0,93.0,174.0,1.05,0.27,236.22,-0.5978897520070833,-0.22427729786513154,0.07174830929699332
mp-11521,ScNi,0.14488184199999998,5.419871475,0.0,46.0,110.0,0.01,0.32,121.44,-0.3607078864070844,-0.2054004614223937,0.08296850851583934
mp-11526,TmNi5,0.17530152300000001,9.623696128999999,0.0,71.0,141.0,0.08,0.28,181.76,-1.5433544369913745,-0.36284014581465196,0.45108135843687897
mp-11531,VNi2,0.15669562,8.166036293,0.0,86.0,210.0,1.65,0.32,227.04,-0.42537454338205705,-0.24545027881954018,0.06995050420770497
mp-12798,Ni3Pt,0.14983997599999999,12.69028586,0.4506,92.0,206.0,0.69,0.31,241.04,-0.643927510444739,-0.3151400019090261,0.12368953380931103
mp-1364,YNi,0.158437363,6.058788992999999,0.0,24.0,78.0,0.7,0.36,65.28,-0.3294415814766604,0.06018708247206847,0.001552276374995083
mp-1409,TiNi3,0.164348617,7.958129734,0.0,97.0,192.0,0.1,0.28,248.32,-0.47953869815032374,-0.1720841563323004,0.03316889041627327
mp-1487,AlNi,0.123962749,5.906844497000001,0.0,72.0,162.0,1.99,0.31,188.64,-0.3367085594982399,-0.17422616308278535,0.04252288967411685
mp-1553,HoNi5,0.164078021,9.452775397,0.0,71.0,135.0,0.16,0.28,181.76,-1.5208599333752169,-0.34346896801795895,0.6060942242069065
mp-1567,ThNi5,0.163910804,10.39201126,0.0,64.0,184.0,0.17,0.34,171.52,-1.5099065815923467,-0.010361789196384258,0.6915693350972666
mp-16514,Al3Ni5,0.133452069,6.717313046,0.0,75.0,167.0,1.36,0.31,196.5,-1.1942517705333067,-0.14321060564117616,0.41026704046097284
mp-1654,CeNi2,0.187876247,9.26425288,0.0,40.0,121.0,0.16,0.35,108.0,-1.097761579254729,0.07578119051230825,0.8714269726440804
mp-17383,Ni2Ge,0.148784704,8.846337829,0.671632917,44.0,168.0,0.27,0.38,121.44,-0.681935757669532,-0.19882238866868251,0.10148007715798696
mp-1808,Ti2Ni,0.153434978,5.725013961,0.0,36.0,141.0,0.01,0.38,99.36,0.005347665202611908,-0.23481732843048178,-0.3318622711535059
mp-1867,Ta2Ni,0.13372998,14.78623193,0.0,81.0,215.0,0.21,0.33,215.46,-0.4350742625828411,0.09801778726894775,0.08105412298647138
mp-19009,NiO,0.537624956,6.61751945,0.0,69.0,204.0,0.27,0.35,186.3,-0.02240606488789291,0.07835645829582691,-0.13629772755100933
mp-1910,CeNi5,0.16805696,8.791113258,0.0,65.0,151.0,0.17,0.31,170.3,-1.6260056330160055,0.11597266929704352,1.1412015914967624
mp-1939,ErNi2,0.177151435,10.50343161,0.0,43.0,109.0,0.51,0.33,114.38,-1.0084581417673684,-0.15374363631367455,0.10748289237382616
mp-19876,InNi,0.147530876,8.211460608,0.0,50.0,103.0,0.2,0.29,129.0,-0.2905624708057931,-0.21098371420564152,-0.260959834521864
mp-20112,Ni3Sn,0.14486378800000002,9.471031303,0.0,66.0,164.0,0.26,0.32,174.24,-0.5756552183944167,-0.2118172046727089,0.013647983141968157
mp-20174,Ni3Sn4,0.11475692,8.453747938,0.0,47.0,98.0,0.44,0.29,121.26,-0.46583379659043794,-0.4388329084190082,-0.600458985684916
mp-2033,Ni3N,0.155980006,8.019197039,0.0,73.0,197.0,0.13,0.33,194.18,-0.563004296413039,0.43807048751822286,0.652902848177965
mp-2056,Ni3Se2,0.18189029899999998,7.305191408,0.0,47.0,105.0,0.17,0.31,123.14,-0.32222619851571016,-0.4529031085035277,0.20813761766418398
mp-2058,Ni3B,0.14322521300000002,8.260441465,0.0,82.0,225.0,0.49,0.34,219.76,-0.7224860994821507,-0.04151145847189502,0.3045386126648171
mp-21008,Ni3Ge,0.152780879,9.008469811,0.0,84.0,175.0,0.44,0.29,216.72,-0.8580171089232904,-0.18542522907377076,0.19140495010888098
mp-21167,Ni2P,0.122702453,7.38782024,0.0,42.0,194.0,0.08,0.4,117.6,-0.6491306669719772,-0.17911091321671807,0.2935267347889756
mp-21188,CeNi,0.170829864,8.086556922,0.0,14.0,73.0,1.01,0.41,39.48,-0.9216802280009697,0.06238403091739639,0.7815020996931867
mp-2130,LuNi2,0.173012025,11.05706054,0.0,44.0,109.0,1.03,0.32,116.16,-0.6253540898785495,-0.24250119388520905,0.2873974424311935
mp-2137,Mg2Ni,0.137274909,3.481328951,0.0,29.0,65.0,0.51,0.3,75.4,-0.7431638846664286,2.4095804873503415,1.854086360682136
mp-2152,YNi5,0.162182138,7.801971357999999,0.0,72.0,148.0,0.13,0.29,185.76,-1.0337669864916954,0.1137757208517154,0.3612517681785709
mp-220,ThNi2,0.157974895,10.57057088,0.0,-1.0,107.0,-9.14,0.51,-3.02,-0.9816625278310698,-0.050553267981119386,0.4217947162445843
mp-22619,NiP2,0.076264529,4.942386078,0.0,98.0,145.0,0.64,0.22,239.12,-0.6859989749482116,-0.22207652300949351,0.36870316349368726
mp-2291,Si2Ni,0.074721834,4.724646067,0.0,32.0,150.0,10.32,0.4,89.6,-0.9866732620798965,-0.23162015409969497,0.16142275602194567
mp-2301,NiP3,0.063271697,4.205088811,0.0,75.0,115.0,0.03,0.23,184.5,-0.8989486341782038,-0.25164497320735696,0.5338044651492931
mp-2317,LaNi5,0.177898132,8.386306927,0.0,59.0,135.0,0.2,0.31,154.58,-1.0877109069197475,0.4868407165961108,0.8784006066269784
mp-23179,NiBi3,0.146126229,10.64417928,0.0,10.0,34.0,0.29,0.36,27.2,-0.4909717282509957,0.34197603853773845,-1.0267986379377987
mp-2536,Ni2B,0.140302374,8.10839546,0.0,100.0,250.0,0.15,0.32,264.0,-0.5464047482283911,-0.05490861806680669,0.2146137397139236
mp-2578,NiTe2,0.28711367,7.550132041,0.0,23.0,49.0,1.88,0.3,59.8,-0.2541015258158738,-0.486838122949759,-0.09240323275282168
mp-2593,AlNi3,0.141287671,7.466731534,0.0,85.0,177.0,1.45,0.29,219.3,-0.6888712620057583,-0.14743184389296174,0.22237263557590425
mp-2675,MgNi2,0.155350219,6.032501387999999,0.0,61.0,127.0,0.17,0.29,157.38,-0.6777131218310851,1.1367175919632,1.036218333383202
mp-27276,Si12Ni31,0.128750375,7.616395169,0.0,68.0,199.0,0.07,0.35,183.6,-9.901981827651017,-0.1731080236819794,3.4737799237461076
mp-2738,DyNi,0.195141022,9.239548916,0.0,22.0,82.0,1.98,0.38,60.72,-0.6606669110350141,-0.14127540575354608,0.13347416335489115
mp-27396,NiCl2,0.08491666699999999,3.22131025,0.0,8.0,12.0,86.72,0.24,19.84,0.5005448415497946,-0.6172459678784517,0.5683027995022024
mp-276,TbNi2,0.159750035,9.965170311,0.0,41.0,163.0,0.26,0.38,113.16,-0.8184557557612389,0.15091729339714946,0.2678464188437689
mp-27637,NiBr2,0.102173446,4.972529745,0.0,7.0,17.0,49.11,0.31,18.34,0.33993190215175023,-0.5825899162428757,0.28662728536763665
mp-27638,NiI2,0.20441638199999998,5.584908536,0.0,6.0,14.0,35.97,0.3,15.6,0.2302786661164069,-0.4770693950564858,0.18379077224283819
mp-2838,UNi5,0.162560545,11.416683599999999,0.0,91.0,207.0,0.08,0.31,238.42,-1.280393854562505,-0.07374416242108618,0.9390312390376079
mp-30808,TbNi5,0.15358649800000002,9.268992147999999,0.0,70.0,133.0,0.15,0.28,179.2,-1.3466998095225156,0.19110877218188485,0.5376210376964513
mp-30811,Ni4W,0.14842292,11.89007174,0.0,98.0,234.0,1.0,0.32,258.72,-0.26031734136610485,-0.1766375811395954,0.450035616826471
mp-328,Zr2Ni,0.126146784,7.189329241,0.0,22.0,122.0,0.94,0.42,62.48,-0.33546311500583514,-0.43722276449851416,-0.18485076310359094
mp-351,SiNi,0.09783024800000001,5.981087039,0.0,82.0,164.0,1.85,0.29,211.56,-0.6233864592840603,-0.19727988835673055,0.09996165810221111
mp-362,Ni3S2,0.161438716,5.9617388510000024,0.0,56.0,127.0,0.17,0.31,146.72,-0.5277744710001644,-0.2117089484376779,-0.33466910526549126
mp-421,DyNi2,0.20516496399999998,10.08509697,0.0,41.0,184.0,0.36,0.4,114.8,-0.8367482622887735,-0.12787824615863402,0.2233990363057841
mp-429,ZnNi,0.188983216,8.555705527,0.0,63.0,146.0,2.08,0.31,165.06,-0.29388468085734215,-0.20026176561552203,-0.0031853170432224478
mp-485,ZrNi3,0.14725244099999998,8.426584388,0.0,70.0,170.0,0.13,0.32,184.8,-0.6499440882545479,-0.2732868743663165,0.10667464444123004
mp-556,ZrNi,0.129591324,7.39640909,0.0,35.0,138.0,3.93,0.38,96.6,-0.2977813857470297,-0.3000811935561402,-0.07317510146055703
mp-559798,NiF2,0.13433076300000002,4.655344649,0.0,40.0,128.0,1.39,0.36,108.8,0.557341902758186,-0.674196584356374,0.7576064425159738
mp-561428,NiF3,0.131449941,4.1392466269999995,0.0,40.0,44.0,2.75,0.15,92.0,0.9660626823813901,-0.9298250652276782,1.1171593836827223
mp-567314,ErNi,0.16274381,9.731601368,0.0,26.0,90.0,0.77,0.37,71.24,-0.8323767905136094,-0.1671407959085865,0.01755801942293237
mp-569196,YNi3,0.169356757,7.600999367999999,0.0,52.0,132.0,0.19,0.33,138.32,-0.6816042839841785,0.08698140166189212,0.18140202227678232
mp-570491,TaNi3,0.150250423,12.03461433,0.0,96.0,222.0,0.56,0.31,251.52,-0.6997496620430511,-0.005666598482585681,0.23962708748626146
mp-622209,Al3Ni,0.096774576,4.034331927,0.0,66.0,113.0,0.06,0.26,166.32,-0.48992636551827035,-0.19679924402082358,0.050567548657398265
mp-656887,Ni3O4,0.542407654,5.600675532,0.0,78.0,146.0,0.2,0.27,198.12,0.338512007405583,0.8290390202144301,-0.4808428448496809
mp-672371,Ni3Sb,0.14569115800000002,9.623673992,0.7849825,49.0,165.0,0.28,0.36,133.28,-0.7687231681439227,-0.21284574687338817,0.16777817258769082
mp-673,HoNi2,0.17920168600000005,10.34571615,0.0,42.0,103.0,0.47,0.32,110.88,-0.9926158796139402,-0.3836604468026947,0.3363196053542241
mp-7226,V3Ni,0.149346799,6.898754806,0.0,93.0,201.0,0.32,0.3,241.8,-0.22768026340844677,-0.45066307001582345,-0.13692422659452025
mp-810,NiSb,0.11696764300000001,8.564299276,0.0,50.0,114.0,0.15,0.31,131.0,-0.4165604656364044,-0.23964006606321195,-0.012071573314096223
mp-828,SiNi3,0.13361648,7.87571036,0.0,103.0,215.0,0.48,0.29,265.74,-0.9755491617915779,-0.17048556916690707,0.2798114040039986
mp-850,ScNi2,0.154762559,6.624090367000001,0.0,60.0,144.0,0.42,0.32,158.4,-0.5367892376608432,-0.19200330182748188,0.17289338146673264
mp-853,ErNi5,0.16298686,9.544687745,0.0,72.0,146.0,0.15,0.29,185.76,-1.5367021955286448,-0.11355215752893925,0.3772575112265082
mp-862604,Re3Ni,0.111733303,18.34697179,0.0,175.0,326.0,0.1,0.27,444.5,-0.5075422638368781,-0.09581653088859866,-0.6454561122016903
mp-867357,Tc3Ni,0.125416629,10.76360104,0.0,150.0,284.0,0.07,0.28,384.0,-0.3723064490655802,-0.8906955349605553,-0.9307597331492777
mp-945,NiPt,0.144789036,15.71533552,0.0,91.0,213.0,0.51,0.31,238.42,-0.29176480793722026,-0.34193432109884975,-0.05616021209247572
mp-1017556,CuNi3N,0.16282666099999998,8.116465652999999,0.0,66.0,196.0,1.03,0.35,178.2,-0.6368090987487699,0.25361349092496877,0.2907603126211272
mp-10284,YSi3Ni,0.102198576,4.690887404,0.0,86.0,119.0,0.1,0.21,208.12,-1.419301989864166,-0.042833714756823994,0.18593557013419904
mp-11194,NdMgNi4,0.20456648800000002,7.541559821,0.0,50.0,117.0,0.16,0.31,131.0,-1.264966542262878,1.3796675455187393,1.125500052668397
mp-11400,ScGaNi2,0.147528025,6.986625985,0.0,49.0,130.0,0.61,0.33,130.34,-0.6176490380364449,-0.21926102266958467,0.1073707728811401
mp-11522,Ni3Sn,0.144938139,9.475892278,0.47384875,76.0,163.0,0.46,0.3,197.6,-0.5756552183944167,-0.2118172046727089,0.013647983141968157
mp-1179,DyNi5,0.179834465,9.36010366,0.0,70.0,147.0,0.12,0.29,180.6,-1.36499231605005,-0.08768676737389859,0.49317365515846645
mp-12703,PrZnNi,0.162381146,7.489617142999999,0.0,30.0,77.0,0.38,0.33,79.8,-1.2655138208910248,-0.4480685407140042,0.24961383981901286
mp-13435,CeMgNi4,0.170795115,7.685811117,0.0,54.0,142.0,0.37,0.33,143.64,-1.691456395851348,1.3888355646841872,1.9590696187956995
mp-16349,LiNi2Ge,0.183158337,7.165161842000001,0.0,37.0,133.0,19.17,0.37,101.38,-0.6004316670830787,0.12781156644743172,0.168885937422496
mp-171,VNi3,0.158042088,8.437749118,0.0,101.0,213.0,0.86,0.3,262.6,-0.6014558946358163,-0.23205311922462823,0.1598753771585981
mp-19895,NiSb2,0.100981029,7.811226102000001,0.0,42.0,88.0,0.96,0.29,108.36,-0.5730212747845843,-0.31634050951265763,-0.06264370681066936
mp-21272,ErNiSb,0.138017773,9.191794377,0.0,59.0,82.0,0.1,0.21,142.78,-0.9888375996617895,-0.24384123935803217,-0.03301411407364092
mp-22490,Sc3(NiGe)4,0.137417663,6.507737388,0.0,75.0,127.0,0.08,0.25,187.5,-2.0731873997162737,-0.4472503628542245,0.33389760013371256
mp-22636,TaNiGe,0.137980089,12.08766103,0.0,75.0,199.0,0.54,0.33,199.5,-0.5933417094630808,-0.08174084332223744,0.032831985609091056
mp-22786,ThNiSn,0.131361908,9.532559885,0.0,48.0,98.0,0.97,0.29,123.84,-0.7689740359759849,-0.13962232882479772,0.12716752035139584
mp-2370,PrNi5,0.158990655,8.509952411,0.0,62.0,151.0,0.17,0.32,163.68,-1.9360542015369422,-0.35715775933260174,0.6509992088482892
mp-24719,NiH,0.132722559,7.751649868999999,0.0,68.0,199.0,0.14,0.35,183.6,-0.335970374001529,0.383515558872186,0.5237280863061561
mp-29658,ZrNiH3,0.108895997,6.3405863039999995,0.0,66.0,151.0,0.52,0.31,172.92,-0.5253935382869437,1.339284350901718,1.382507476910483
mp-30182,ThAl3Ni2,0.126079578,7.187351802,0.0,74.0,128.0,0.11,0.26,186.48,-1.2114892368611165,-0.08441288938817638,0.43386170471950547
mp-3250,Ni2SbTe2,0.224795553,7.716517061,0.0,20.0,41.0,2.14,0.29,51.6,-0.5866436862178127,-0.5501414068042927,-0.05305049329850106
mp-3289,LaMgNi4,0.179350545,7.317757437000001,0.0,43.0,106.0,0.19,0.32,113.52,-1.1531616697550895,1.7597036119832548,1.6962686339259154
mp-3363,Sc2Ni2Sn,0.135412126,6.3211458910000005,0.0,35.0,102.0,1.3,0.35,94.5,-0.600790326978378,-0.3101360418848755,0.01265900685779953
mp-3469,ZrNi2Sb,0.131035296,8.502891708,0.0,60.0,145.0,0.1,0.32,158.4,-0.6303235461489689,-0.36338447741067403,-0.0338223620062369
mp-4054,YAl3Ni,0.116807076,4.314691029,0.0,60.0,93.0,0.22,0.24,148.8,-0.5592682905067066,0.026327461065011395,0.013619264849915998
mp-4302,Nd(NiGe)2,0.18786750800000002,7.967548175,0.0,52.0,102.0,0.41,0.28,133.12,-1.1627812255213557,-0.03194667995279586,-0.016033305433988062
mp-4817,CeAl5Ni2,0.11368554300000001,4.901765359,0.0,61.0,94.0,0.31,0.23,150.06,-1.480806094304806,0.019348488167212977,0.8915386201022834
mp-7707,Zr(SiNi)2,0.106909749,6.37088899,0.0,82.0,171.0,0.16,0.29,211.56,-1.2004363425924587,-0.35536456544715694,0.13967196732980636
mp-774,CaNi5,0.17899908899999994,6.7475754939999995,0.0,65.0,125.0,0.11,0.28,166.4,-1.010213917025815,1.0521236081580894,1.5391343437326022
mp-815,GaNi3,0.15177265199999998,8.937908756,0.0,77.0,180.0,1.12,0.31,201.74,-0.6931221593713439,-0.1634030242660453,0.15282769749867145
mp-865093,TiZnNi2,0.17505037699999998,7.587307353,0.0,50.0,169.0,3.21,0.37,137.0,-0.33724237126568296,-0.22280345892896786,-0.0984418597603201
mp-867252,LiZn2Ni,0.20624013,6.431958483,0.0,35.0,86.0,6.85,0.32,92.4,-0.2461656146400071,0.0890500464988368,0.022534665995586897
mp-1024955,PrNiSb,0.130807855,7.686397792,0.0,35.0,82.0,0.34,0.31,91.7,-1.388189605670087,-0.4874468411616941,0.24072758354813906
mp-1025393,TmSi2Ni,0.13396914699999998,7.413446122000001,0.0,64.0,121.0,0.31,0.28,163.84,-1.5656026375680099,-0.4851093156802281,0.21430406247277245
mp-1025504,TmGa2Ni,0.160042093,8.97067347,0.0,55.0,99.0,0.67,0.27,139.7,-1.0007486327275408,-0.4709442258785051,-0.039663350537881205
mp-11520,YNiSb,0.136665323,6.942946552,0.0,55.0,94.0,0.18,0.25,137.5,-0.48590239062484003,-0.0165133609773773,-0.04901985712157782
mp-12382,ErSi2Ni,0.118057669,7.283245935,0.0,65.0,119.0,0.33,0.27,165.1,-1.5589503961052806,-0.23582132739451528,0.1404802152624026
mp-12520,SrNi2Ge,0.192598369,5.9430428189999995,0.0,32.0,72.0,2.27,0.31,83.84,-0.2880079401458958,0.5798536712721585,0.25334623952197977
mp-13416,Sc2InNi2,0.147162988,6.207417884,0.0,44.0,101.0,0.11,0.31,115.28,-0.6678602818972728,-0.28250823222798405,-0.08209906490424608
mp-13536,TbZnNi,0.157504944,8.69588392,0.0,33.0,74.0,0.26,0.31,86.46,-0.6761594288765973,0.10019799080048196,0.13623566866717646
mp-13915,LiNi2Sn,0.16435215,7.500204737000001,0.0,28.0,108.0,14.53,0.38,77.28,-0.31806977655420476,0.10141959084849354,-0.008871029544416596
mp-16356,TiNiGe,0.147560955,7.085254895,0.0,83.0,157.0,0.18,0.27,210.82,-0.37313074557035397,-0.24815840117195231,-0.17362621146089743
mp-16503,HoAl2Ni,0.127610287,6.536177381,0.0,56.0,94.0,0.59,0.25,140.0,-0.9697523343802121,-0.41963068733564435,0.25443939138661115
mp-16517,TmAl2Ni,0.14118819400000002,6.7548522470000005,0.0,60.0,93.0,0.48,0.23,147.6,-0.9922468379963693,-0.43900186513233763,0.09942652561658431
mp-19331,MnNiO3,0.5660066570000001,5.430002812000001,0.0,89.0,175.0,0.02,0.28,227.84,0.46735372530142816,0.47281662567382443,-0.632496299805253
mp-19448,Ni3TeO6,0.5997120220000001,6.177587226,0.0,78.0,157.0,0.05,0.29,201.24,0.8168982559424215,1.14968193186562,-0.8958913167843023
mp-20185,LuNiSb,0.135283025,9.626709759,0.0,62.0,80.0,0.05,0.19,147.56,-0.6057335477729707,-0.33259879692956645,0.14690043598372707
mp-20557,YSiNi,0.13754354400000002,5.676460122000001,0.0,62.0,112.0,0.38,0.27,157.48,-0.6927283842724964,0.025846816729104154,0.06301337429472907
mp-20744,ZrInNi2,0.151599598,8.536058956,0.0,51.0,139.0,0.58,0.34,136.68,-0.5043255513183579,-0.33472812555310333,-0.2827106232140045
mp-20952,TiNiSb,0.127543404,7.238841547000001,0.0,57.0,128.0,0.0,0.31,149.34,-0.2838368047909863,-0.2755789189715699,-0.19725298898208737
mp-22639,U(NiP)2,0.128065826,10.00807967,0.0,54.0,190.0,1.36,0.37,147.96,-1.178049119261216,-0.1730725416015487,0.9994592234961359
mp-27409,RbNiBr3,0.195813548,4.231861124,0.0,4.0,17.0,12.55,0.4,11.2,1.8334601522589444,-1.2990523598626833,1.259212821639495
mp-29153,Zr2NiP,0.11436099300000001,6.691111905,0.0,83.0,152.0,0.16,0.27,210.82,-0.5484127742358282,-0.4667912146963777,-0.019749461447985613
mp-2949,Ca(NiGe)2,0.160044698,5.992976475,0.0,40.0,90.0,0.4,0.31,104.8,-0.9734793631196342,0.913372278073698,1.2154690129291537
mp-30183,ZrAl5Ni2,0.10603612,4.838724775,0.0,84.0,120.0,0.09,0.22,204.96,-0.8569072520508656,-0.34311673630632367,0.03686141894853928
mp-3432,ScNiSb,0.12263807199999999,6.561426054,0.0,66.0,104.0,0.01,0.24,163.68,-0.5171686955552647,-0.2821009048718394,0.0323963750192661
mp-3433,YMgNi4,0.166547387,6.793728184,0.0,56.0,123.0,0.14,0.3,145.6,-1.099217749327038,1.3866386162388593,1.1791197954775072
mp-3602,YAl4Ni,0.11131015,4.084857437,0.0,59.0,92.0,0.28,0.24,146.32,-0.6358771935167223,0.015040920595992428,0.017641594341555787
mp-37614,Al2NiO4,0.56694978,4.400829016,0.0,109.0,203.0,0.32,0.27,276.86,0.5374569038930701,0.7796716200865685,-0.6526479317681877
mp-4195,Tm(NiGe)2,0.159795673,9.004141945,0.0,48.0,120.0,0.33,0.32,126.72,-1.5066198830851927,-0.5015914758990441,0.12741602763343063
mp-5215,NdNiGe2,0.18829257800000002,7.648596593,0.0,49.0,84.0,0.21,0.25,122.5,-0.9866998742675962,-0.04534383954770788,-0.10595817838488093
mp-5292,Ca(SiNi)2,0.14236169699999998,4.624874623999999,0.0,56.0,104.0,0.25,0.27,142.24,-1.2085434688562087,0.9432515978874254,1.3922819207193904
mp-569385,DyAl2Ni,0.148388394,6.560884729,0.0,55.0,96.0,0.51,0.26,138.6,-0.813884717055045,-0.16384848669158392,0.14151882233817176
mp-569523,Y2InNi2,0.157988097,6.6001186270000005,0.0,38.0,77.0,0.62,0.29,98.04,-0.6053276720364238,0.2486668555609405,-0.24493152918593428
mp-569931,Pr(NiP)2,0.129489766,7.042607921,0.0,79.0,111.0,0.48,0.21,191.18,-1.8337094662356541,-0.4564861385130637,0.7114271933068164
mp-570272,Tb2Mg3Ni2,0.12753218,5.573214205,0.0,28.0,67.0,-2.67,0.32,73.92,-1.9253268460477981,4.310157214759315,3.1306461053036583
mp-5916,Yb(SiNi)2,0.13336295199999998,7.637768457999999,0.0,56.0,94.0,0.11,0.25,140.0,-1.9636365560036975,-0.23198888763547135,0.5955532151332704
mp-672299,YInNi,0.160878102,7.089476145,0.0,34.0,86.0,0.69,0.32,89.76,-0.35990439579422906,0.01214299088019333,-0.2979081183293455
mp-7186,NdAl3Ni2,0.160596068,5.719691776,0.0,63.0,121.0,0.24,0.28,161.28,-0.9010984346963051,0.03275354993980268,0.04992439499170082
mp-865529,Ti2NiIr,0.152133415,10.01044669,0.0,12.0,195.0,-16.34,0.47,35.28,-0.11490597583896192,-0.35168452554672414,-0.39315990891612945
mp-866224,Be2NiPt,0.136589126,11.00243832,0.0,65.0,208.0,1.45,0.36,176.8,-0.33799696993297823,-0.44153426843925236,-0.1534132890724407
mp-867271,Be2CoNi,0.15245404199999998,6.457584805,0.0,125.0,192.0,0.12,0.23,307.5,-0.45485628065015354,-0.34611917765465694,-0.20335806488983263
mp-867775,Al2NiRu,0.107647119,6.966921575,0.0,87.0,179.0,0.56,0.29,224.46,-0.5243581912686784,-0.3032116184809244,-0.01981599054970059
mp-8771,Lu2(NiB2)3,0.13590908599999998,8.757489438,0.0,139.0,194.0,0.06,0.21,336.38,-1.6519509661873224,0.2457403045556334,1.0534241641632307
