mp_id,Formula,IPF,Density,E_above_Hull,G_VRH,K_VRH,Elastic_Anisotropy,poisson_ratio,Y_Modulus,PC 1,PC 2,PC 3
mp-1664,V3Pd,0.151151496,7.705176343,0.0,74.0,197.0,0.48,0.33,196.84,-0.0345568574579682,-0.5729918640798808,-0.3803793972221849
mp-19094,VO2,0.604667275,4.446943564,0.0,119.0,233.0,0.98,0.28,304.64,0.4021753423261233,0.21034756380982242,-0.4594958171610545
mp-19940,VAs,0.103207232,6.798085487000001,0.0,86.0,140.0,0.72,0.25,215.0,-0.022504852434860407,-0.3668365920746148,-0.20939054538710916
mp-2006,V3Ir,0.141879409,10.44657064,0.0,122.0,237.0,0.23,0.28,312.32,-0.17185255319626191,-0.5809274267269777,-0.28814673730803736
mp-20541,V2P,0.121004534,5.760240303,0.0,102.0,207.0,0.29,0.29,263.16,-0.2753550357446063,-0.39772086400791307,-0.0032728689641424807
mp-20887,VSn2,0.10968829699999999,7.770844047000001,0.0,52.0,98.0,0.12,0.27,132.08,2.4403281124858137e-06,-0.4235884005068966,-0.5193038875786731
mp-2091,V3B2,0.130849038,5.846064618,0.0,199.0,256.0,0.06,0.19,473.62,-0.2720463931275042,-0.2747925397066401,-0.05447248638430763
mp-21342,V3Sn,0.135652911,7.368095847999999,0.0,22.0,163.0,0.65,0.44,63.36,-0.014991771553362364,-0.5397321308595018,-0.43155142248770917
mp-2211,V3Pt,0.14495244300000001,10.34946525,0.0,94.0,218.0,0.2,0.31,246.28,-0.08326406360368414,-0.6430549280958189,-0.32150987182036617
mp-22568,V3Ga,0.140975111,6.726541559,0.0,38.0,168.0,1.6,0.4,106.4,-0.13245871253029004,-0.49131795045283827,-0.2923717081310068
mp-22700,V3Se4,0.18442926899999998,6.149351277,0.0,54.0,80.0,0.25,0.22,131.76,0.5284734088053784,-1.0975758397699054,-0.24727447638557198
mp-22877,VCl2,0.084409421,2.873112941,0.0,7.0,10.0,82.06,0.23,17.22,0.6874326571634791,-0.726550943274049,0.4199029976256429
mp-24728,VH2,0.105170402,4.697635445,0.0,91.0,175.0,0.01,0.28,232.96,-0.22495327590114825,0.8206657649625415,0.8605558105532775
mp-2540,VTc,0.132733611,8.926404379,0.0,125.0,254.0,0.35,0.29,322.5,-0.11061410506699133,-0.5148299021249602,-0.4329860061380006
mp-2554,Al3V,0.098946257,3.714657219,0.0,100.0,120.0,0.25,0.17,234.0,-0.3030385499045855,-0.30610421941642096,-0.09783225321916107
mp-2567,V3Si,0.12628906199999998,5.778142097000001,0.0,74.0,196.0,0.11,0.33,196.84,-0.4148857149505235,-0.4984004953536996,-0.16538800162567974
mp-2678,VPt,0.144982145,14.25905335,0.0,141.0,243.0,0.75,0.26,355.32,-0.10487699232353574,-0.45123929649444744,-0.2045600139690354
mp-2705,VPt3,0.141736843,17.56594294,0.0,111.0,241.0,0.59,0.3,288.6,-0.16820729522152797,-0.809228693464614,-0.39388155851894124
mp-292,V3As,0.133890511,7.121142889,0.0,109.0,194.0,0.11,0.26,274.68,-0.0008919237150089061,-0.5586522236759865,-0.3263404032384404
mp-30883,V4Zn5,0.175216622,6.973256357,0.0,56.0,125.0,1.04,0.31,146.72,-0.20971756964035068,-0.7465787604201987,-0.49375341459957584
mp-316,MnV,0.13101938300000002,7.406261672,0.0,122.0,243.0,0.64,0.28,312.32,-0.05883923388588074,-0.36037659245055287,-0.256501238481353
mp-554799,VF4,0.10982414300000001,2.952730213,0.0,14.0,14.0,9.22,0.12,31.36,1.5616712776182824,-1.2947585214945794,1.328312522972912
mp-559931,VF3,0.114955001,3.23346325,0.0,31.0,24.0,4.4,0.06,65.72,1.152950497995076,-1.0391300406232753,0.9687595818061628
mp-568671,V5Si3,0.112986445,5.379232202000001,0.0,120.0,194.0,0.17,0.24,297.6,-1.119846391822342,-0.758896658440999,-0.15941566363754212
mp-569250,VIr,0.138307172,14.52758946,0.0,116.0,273.0,0.37,0.31,303.92,-0.1934654819161132,-0.38911179512560634,-0.171196879456706
mp-569270,V3B4,0.117695793,5.426880907999999,0.0,232.0,278.0,0.1,0.17,542.88,-0.49249387410031903,-0.08552484980254481,0.11790412677679939
mp-571438,Be12V,0.113951577,2.448925809,0.0,144.0,130.0,0.08,0.1,316.8,-0.35060481284908734,-0.869844282051778,-0.6934177035738722
mp-642644,V2H,0.136261411,5.912611007000001,0.0,52.0,191.0,3.61,0.38,143.52,-0.1382760940279178,0.1783027676759029,0.31685335550393157
mp-642659,V2H,0.13564980199999999,5.886072307999999,0.35284833299999996,54.0,192.0,2.51,0.37,147.96,-0.1382760940279178,0.1783027676759029,0.31685335550393157
mp-839,V3Au,0.189826737,9.989346771000001,0.0,73.0,186.0,0.9,0.33,194.18,-0.12096752401654685,-0.6034928789505443,-0.4566579497481492
mp-865382,V3Ru,0.132628023,7.857833612,0.0,92.0,225.0,0.43,0.32,242.88,-0.16263964091511157,-0.5817591445398553,-0.29321030926087194
mp-865385,V3Re,0.13541177599999998,10.27218619,0.0,70.0,236.0,0.3,0.36,190.4,-0.13407978127090608,-0.4416858657023463,-0.45483465700680253
mp-865473,VBr3,0.073660614,3.352169715,0.0,3.0,6.0,60.59,0.28,7.68,0.8268354970854218,-0.9017200384530275,0.26229084608365627
mp-865493,VI3,0.15408554800000002,3.9568155610000004,0.0,3.0,6.0,38.06,0.3,7.8,0.6623556430324082,-0.7434392566734429,0.10803607639645996
mp-865496,VIr3,0.134717833,18.48599192,0.0,186.0,320.0,0.13,0.26,468.72,-0.4339727639992606,-0.622846189358091,-0.29379215498195327
mp-866121,V3Os,0.132940996,10.5429207,0.0,107.0,246.0,0.21,0.31,280.34,-0.2236490679738245,-0.6800717656206051,-0.5040310350889323
mp-866161,VRh3,0.129505636,10.79492765,0.0,127.0,251.0,0.19,0.28,325.12,-0.25299302685938263,-0.29016221787352375,-0.4618727195793569
mp-873,VPd3,0.162127196,10.39870391,0.0,76.0,178.0,1.29,0.31,199.12,-0.022085676784379542,-0.5990395014167997,-0.5704901347243957
mp-9208,V2B3,0.115443937,5.360224182,0.0,237.0,280.0,0.09,0.17,554.58,-0.3930765979738368,-0.08425087895390682,0.090190749121912
mp-9923,VP2,0.081745093,4.557132171,0.0,124.0,152.0,0.25,0.18,292.64,-0.49911115933452566,-0.3313814984050908,0.22030336161712807
mp-9948,V5Te4,0.24661137800000002,6.79774393,0.0,30.0,50.0,-4.73,0.25,75.0,-0.017989722090134722,-1.3036728618840916,-0.6056065432673414
mp-9973,VB,0.12398012,5.631694171,0.0,232.0,273.0,0.12,0.17,542.88,-0.18343558136094673,-0.17761075305731608,-0.023710935113528907
mp-10057,VCoB3,0.120665384,6.022293025,0.0,205.0,289.0,0.07,0.21,496.1,-0.5524075244999341,-0.07192267085370907,0.004060129955233059
mp-1029338,LiV2N3,0.164541978,4.067270399,0.0,70.0,148.0,2.63,0.29,180.6,0.16687290181995115,1.6811289141325618,1.2026893159258636
mp-11436,Er(VGa2)2,0.13916848699999998,7.9804201070000005,0.0,73.0,127.0,0.41,0.26,183.96,-0.9581217120424047,-0.48138447047328065,-0.45140714572166274
mp-1578,V3Rh,0.139621603,7.7622558260000005,0.0,105.0,217.0,0.32,0.29,270.9,-0.11152597414963558,-0.47003276956545537,-0.3441735921738385
mp-18835,VPO4,0.533946514,3.575563662,0.0,66.0,106.0,0.41,0.24,163.68,0.664612866296793,0.6633712754311453,-0.6439910909724215
mp-18937,V2O3,0.542471084,4.643588544,0.0,80.0,202.0,0.07,0.32,211.2,0.6506753982863807,0.35573582891873035,-0.6927690338202069
mp-19133,YVO4,0.48331293299999994,4.06988181,0.0,47.0,125.0,2.0,0.33,125.02,0.8082206005383501,0.9160664307148438,-0.8460406764355088
mp-19142,Mn2V2O7,0.442776934,3.6692354330000003,0.0,32.0,96.0,0.72,0.35,86.4,1.6301949786650236,1.144656163674725,-1.6851661783286935
mp-22977,CsVCl3,0.22214564399999998,3.266698312,0.0,5.0,14.0,6.81,0.34,13.4,2.335339011786068,-1.837627962762845,1.6871409375173827
mp-23038,CsVBr3,0.208275125,4.132924817,0.0,5.0,11.0,4.83,0.31,13.1,2.0944196026890016,-1.785643885309481,1.264627666315535
mp-3762,VCu3S4,0.12839757300000001,3.881407528,0.0,25.0,39.0,0.47,0.23,61.5,-0.12565047189057835,-0.9767428778165959,-2.3023656710641047
mp-694,VSe2,0.15670427,5.086001394,0.0,12.0,16.0,44.27,0.2,28.8,0.2168243196054919,-0.5890024030889491,-0.12011193011416291
mp-864984,MnV3,0.13997001,6.851730005,0.0,54.0,209.0,0.95,0.38,149.04,-0.03722630516603004,-0.5521922240519246,-0.3734510963326847
mp-865506,VSiOs2,0.09678018,14.24989947,0.0,126.0,278.0,0.0,0.3,327.6,-0.7805989553086479,-0.7386079357720678,-0.6028020148613848
mp-865586,VGaRu2,0.113769325,9.793417723,0.0,112.0,239.0,0.0,0.3,291.2,-0.3761530987709872,-0.5349001487097064,-0.30814426971059083
mp-867275,BeVOs2,0.106376643,14.45293249,0.0,112.0,280.0,0.2,0.32,295.68,-0.4404282335106913,-0.7540676436993047,-0.7128896512711023
mp-10311,ZrVGe,0.12744915,6.9453966639999996,0.0,72.0,146.0,2.65,0.29,185.76,-0.35664832006089314,-0.45866609460156577,-0.2485202593125001
mp-17892,Ca2VN3,0.204160073,3.349349754,0.0,50.0,94.0,0.58,0.28,128.0,-0.017015364171539267,3.7733519596015443,3.4756269680801153
mp-18740,V2Cd2O7,0.448394236,4.44774823,0.0,26.0,85.0,0.52,0.36,70.72,2.1565035460778526,1.4207454648913398,-2.199336160656509
mp-19219,Li3VO4,0.502261092,2.536133817,0.0,33.0,63.0,0.03,0.28,84.48,1.1220747972861442,1.672841590977352,-0.6068748118344999
mp-19391,NaVO2,0.571843353,3.981260237,0.0,50.0,114.0,0.68,0.31,131.0,1.2773994194835387,0.3678512389801816,-0.5744942587903764
mp-5513,Tl3VS4,0.190769386,5.821252349,0.0,7.0,25.0,4.14,0.38,19.32,2.669089759710083,-2.0966820152585917,0.7051787344736299
mp-570099,RbVBr3,0.184978805,3.881267859,0.0,2.0,14.0,-17.23,0.44,5.76,2.020347967872631,-1.4083573352582808,1.110813019762936
mp-760375,Li3VS4,0.10674969,1.5725145090000001,0.0,7.0,13.0,2.4,0.28,17.92,0.34027620687597426,0.5565299773115087,-1.0137204836000673
mp-862700,AlVOs2,0.105975747,13.88221108,0.0,140.0,273.0,0.01,0.28,358.4,-0.49392105552282767,-0.7155542104981224,-0.6602407832894793
mp-865462,MnV2Os,0.122840304,11.138071400000001,0.0,115.0,265.0,0.01,0.31,301.3,-0.22008292534509172,-0.6722959442611083,-0.5921581029505371
mp-865585,VGeRu2,0.11342560199999999,9.737062542,0.0,100.0,239.0,0.01,0.32,264.0,-0.541048048322934,-0.5569223535174318,-0.2695670171003816
mp-866288,BeVCo2,0.159134636,7.088483902,0.0,57.0,193.0,5.6,0.37,156.18,-0.3933768462047614,-0.48920378708054146,-0.44773687636875426
mp-867137,ScVRu2,0.122109905,8.287841554,0.0,89.0,195.0,0.46,0.3,231.4,-0.3959015283142461,-0.5501032666762308,-0.19815371279163674
mp-867927,LiVIr2,0.168044147,14.06882499,0.0,110.0,223.0,0.03,0.29,283.8,-0.23221503237123378,-0.17934503712573444,-0.1650886569548201
mp-1029293,CsVN2,0.3896255770000001,4.742624018,0.0,43.0,104.0,0.57,0.32,113.52,1.2928883898944472,-0.007736862981485064,1.7615426627251975
mp-1029711,NaVN2,0.176068977,2.811362153,0.0,16.0,45.0,-1.0,0.34,42.88,0.900528361448284,1.033690659045327,0.6442074008639989
mp-1029932,LiVN2,0.154013694,3.0865543110000004,0.0,46.0,80.0,0.3,0.26,115.92,0.1068083748773219,1.2028209389910824,0.8266117027578292
mp-18946,VBO3,0.582616123,3.8758685280000003,0.0,89.0,182.0,0.4,0.29,229.62,0.5296451934400468,0.5462774896714633,-0.5481057983139878
mp-19340,LiVO2,0.575773267,3.9454667810000004,0.0,62.0,120.0,1.13,0.28,158.72,0.48367943291257615,0.5369815189259364,-0.392089956896546
mp-5541,ZrVSi,0.10722313800000001,5.727370857,0.0,60.0,156.0,12.15,0.33,159.6,-0.47418037292918036,-0.44372643469470224,-0.16011380541738182
mp-557686,ZrVF6,0.09403148900000001,2.9760449060000003,0.0,32.0,72.0,6.26,0.31,83.84,2.3414311076058874,-1.9431570541795617,1.9357427436633754
mp-777667,LiV2O5,0.496472384,3.184212175,0.0,36.0,74.0,1.53,0.29,92.88,1.2075666720734957,1.1649619458540308,-0.9749597490226708
mp-865471,VGaTc2,0.127775565,9.299074592,0.0,74.0,229.0,1.51,0.35,199.8,-0.228876169635045,-0.7846729270826591,-0.8215953791675114
mp-865472,VSiTc2,0.11233283,8.485054245,0.0,102.0,257.0,0.14,0.32,269.28,-0.511303172055279,-0.7917554719835206,-0.6946116726621842
mp-865482,VTc2Ge,0.130221105,9.467982401,0.0,90.0,239.0,0.39,0.33,239.4,-0.3937711191869914,-0.8066951318903846,-0.7830181265573015
mp-865499,V2TcOs,0.125260222,11.72046033,0.0,129.0,278.0,0.01,0.3,335.4,-0.2718577965262017,-0.8267492539355155,-0.7686428706071853
mp-865501,V2TcRu,0.12469237300000001,9.088844927,0.0,112.0,255.0,0.05,0.31,293.44,-0.21084836946748847,-0.7284366328547656,-0.5578221447791244
mp-865554,Mn2VGe,0.128598881,8.087681198,0.0,105.0,224.0,0.33,0.3,273.0,-0.2902213768247702,-0.4977885125415704,-0.4300485912440066
mp-866001,AlVRu2,0.10467149199999999,8.575394436,0.0,123.0,235.0,0.04,0.28,314.88,-0.3719022014054016,-0.5189289683366229,-0.23859933163335836
mp-867874,BeVRu2,0.10572269,8.766714852,0.0,86.0,238.0,0.02,0.34,230.48,-0.3184093793932648,-0.5574424015378048,-0.2912481996149815
mp-8689,V4GeSe8,0.16602556400000001,5.606234804,0.0,36.0,55.0,0.1,0.23,88.56,0.8735974441978209,-1.8762791913795882,-0.3531201381267825
mp-9029,Ca3VN3,0.21003985,3.1337015360000002,0.0,50.0,87.0,0.04,0.26,126.0,-0.06280421969409485,4.934826551993755,4.616561259826663
mp-1025165,Zr(VGa2)2,0.127229998,7.144804649,0.0,86.0,127.0,0.37,0.22,209.84,-0.4235263072758254,-0.6143248681208344,-0.542140266605153
mp-21235,Mn2VGa,0.12329417599999999,7.74963821,0.0,83.0,187.0,1.15,0.31,217.46,-0.12532642727282414,-0.47576630773384476,-0.4686258438542163
mp-23319,RbVCl3,0.19617351100000002,2.9189442000000003,0.0,2.0,16.0,-16.78,0.44,5.76,2.261267376969696,-1.4603414127116445,1.5333262909647851
mp-557257,KVF3,0.27946016,3.23647702,0.0,34.0,68.0,1.28,0.29,87.72,2.4788887059496663,-1.7120602796437812,2.057526573736228
mp-865026,Mn2VSi,0.107559195,6.869623949,0.0,128.0,239.0,0.12,0.27,325.12,-0.4077534296930574,-0.48284885263470617,-0.3416421373488891
mp-865465,VCo2Ge,0.159604834,8.331148302999999,0.0,74.0,200.0,1.78,0.34,198.32,-0.6160155151344305,-0.48868373906016865,-0.4260556938541549
mp-865487,VZnRh2,0.149059205,9.621992605,0.0,27.0,201.0,89.62,0.44,77.76,-0.22685098923355257,-0.3215118209205593,-0.3862341041766314
mp-981365,V2ReRu,0.120207397,11.65954312,0.0,124.0,250.0,0.0,0.29,319.92,-0.25592697439125417,-0.4634769648307802,-0.46272093779659484
mp-1029262,VZn2N3,0.151950466,5.2184762000000005,0.0,61.0,152.0,0.07,0.32,161.04,0.006992298135337125,1.3757584888136218,1.1103866301356213
mp-1029312,RbVN2,0.327745649,3.853054367,0.0,36.0,55.0,0.51,0.23,88.56,1.2188167550780753,0.3695496870697152,1.6077280161725984
mp-1029368,Mg2VN3,0.141203198,3.1797164860000002,0.0,54.0,128.0,0.78,0.31,141.48,-0.4085018813046312,4.02292288478124,3.009344185086678
mp-10895,Mn2AlV,0.112588787,6.337605085,0.0,98.0,185.0,0.41,0.27,248.92,-0.12107552990723784,-0.4597951273607611,-0.39908090577698335
mp-19083,NaVO3,0.447507869,2.6930514339999996,0.0,18.0,34.0,1.13,0.27,45.72,1.5150930110838698,0.6091473198897742,-0.749292546523862
mp-19247,ScVO4,0.528266875,3.6536953810000004,0.0,30.0,148.0,6.77,0.41,84.6,0.7769542956079255,0.6504788868203814,-0.7646244442946646
mp-21371,VCoSi,0.12522798,6.3353830570000005,0.0,112.0,209.0,0.34,0.27,284.48,-0.5850231058365463,-0.3901644714528164,-0.1930436918666921
mp-21855,VCu3Se4,0.145952126,5.130520025,0.0,21.0,36.0,0.21,0.26,52.92,0.2854460730783308,-1.4591311979482955,-1.216752225204753
mp-22302,ZrVP,0.11517167699999999,6.212497956,0.0,107.0,177.0,0.38,0.25,267.5,-0.3238432293633379,-0.43895461914960143,-0.05647360168151104
mp-22790,VGaCo2,0.159634188,8.311592089,0.0,84.0,198.0,1.18,0.31,220.08,-0.4511205655824838,-0.46666153425244306,-0.4646329464643646
mp-22991,CsVI3,0.25455949,4.523940582,0.0,3.0,11.0,8.87,0.36,8.16,1.9299397486359875,-1.627363103529896,1.1103728966283368
mp-4474,V4GaS8,0.141362231,3.822198696,0.0,47.0,74.0,0.1,0.24,116.56,0.2162993038119493,-0.8894803463084641,-2.562924282455691
mp-4604,Li7VN4,0.24849608199999998,2.331248383,0.0,72.0,83.0,0.43,0.16,167.04,0.6943490435614451,4.311056251572095,2.1001519485322797
mp-4955,AlVCo2,0.148000961,6.818543267000001,0.0,98.0,192.0,0.52,0.28,250.88,-0.44686966821689783,-0.4506903538793594,-0.3950880083871317
mp-556424,RbVF3,0.326852176,4.111199856,0.0,35.0,65.0,0.53,0.27,88.9,2.3464629687822827,-1.5457673374285288,1.817281755485442
mp-865486,VZnRu2,0.132607584,9.682977916,0.0,81.0,228.0,0.71,0.34,217.08,-0.3290783227645036,-0.544964570869359,-0.28430753835069833
mp-865497,V2ReOs,0.120844807,14.26320827,0.0,144.0,291.0,0.0,0.29,371.52,-0.3169364014499679,-0.5617895859115303,-0.6735416636246556
mp-865507,VSiRu2,0.095844364,8.864955266,0.0,114.0,253.0,0.03,0.3,296.4,-0.6585801011912212,-0.5419826936105684,-0.18116056320526377
mp-867829,LiVRh2,0.162972305,8.408842757,0.0,82.0,179.0,0.01,0.3,213.2,-0.111561874277982,0.0424442771973105,-0.2771423666864232
mp-1025365,Sc(VGa2)2,0.128840487,6.416055055,0.0,76.0,118.0,0.5,0.23,186.96,-0.48645280793588,-0.5196441359870877,-0.3859966566287569
mp-1025549,Tl3VSe4,0.19807542600000005,6.559809699,0.0,42.0,149.0,0.75,0.37,115.08,3.080186304678991,-2.579070335390291,1.7907921803329807
mp-11193,VAuS2,0.187205299,7.572687804,0.0,52.0,106.0,1.46,0.29,134.16,-0.058092564740820155,-0.4872408923629079,-0.8927275032465734
mp-19365,Ba3V2O8,0.518621058,4.91171829,0.0,29.0,69.0,0.3,0.31,75.98,4.448201451441468,4.9259497214837,-4.591245799265565
mp-557533,Cs2TlVF6,0.337592978,5.060118392,0.0,14.0,79.0,0.37,0.42,39.76,5.772056322936333,-4.131633219357349,4.692464312059238
mp-560671,Rb2NaVF6,0.34601311700000004,3.706076406,0.0,23.0,52.0,0.05,0.31,60.26,5.6413618555965215,-2.6617864016773343,3.6294643110356457
mp-1025571,WS2,0.082573343,4.475734302,0.951298889,2.0,19.0,-4.53,0.46,5.84,0.5284959516445094,-0.30578986453297796,-0.46268328632685857
mp-1028698,WSe2,0.110243255,5.899583047,0.1749375,13.0,18.0,91.25,0.21,31.46,0.7340442241289632,-0.5469840245988279,0.08012343660281657
mp-1029655,Sr3WN3,0.228417368,5.462967484,0.0,30.0,57.0,0.1,0.27,76.2,1.7735657039679527,3.8284493331297775,1.8495922383959775
mp-1113,BW2,0.108368517,16.75971914,0.0,152.0,330.0,0.04,0.3,395.2,0.8618106920459202,-0.18948181187775978,0.31828486939476375
mp-11227,Al12W,0.07939051400000001,3.8578125919999997,0.0,57.0,92.0,0.0,0.24,141.36,-0.4752987724712535,-0.3656647051474712,0.13860407892258167
mp-11282,Be2W,0.114220195,10.61119771,0.0,170.0,218.0,0.01,0.19,404.6,0.39777590165317356,-0.3298261668596454,-0.006916951957067828
mp-11328,P2W,0.073322923,9.119852404,0.0,132.0,188.0,0.12,0.21,319.44,0.018108745188944748,-0.28936311991496977,0.4205387283341075
mp-11696,As3W2,0.08306151,11.06042571,0.0,74.0,134.0,1.26,0.27,187.96,1.1241553978513652,-0.5678916390255603,-0.06637734826486924
mp-1620,Si2W,0.07796509,9.68978012,0.0,189.0,218.0,0.06,0.16,438.48,-0.2825655419427401,-0.29890675100517133,0.21325832086236562
mp-1821,WSe2,0.146822856,7.857112292,0.0,20.0,20.0,-4.74,0.13,45.2,0.7340442241289632,-0.5469840245988279,0.08012343660281657
mp-18773,WO3,0.472899506,6.736530705,0.08762125,86.0,59.0,2.58,0.01,173.72,1.1570888384499254,0.49366202320953684,-0.43405873817756185
mp-19163,SrWO4,0.487201196,6.02577764,0.0,29.0,63.0,0.46,0.3,75.4,1.788710247573893,1.5136341640599715,-0.45699086354705465
mp-19407,MnWO4,0.499603797,6.873201233,0.0,55.0,127.0,0.39,0.31,144.1,1.4091550370389154,0.6468261096779411,-0.755459022698319
mp-19443,WO3,0.467283687,6.656532446,0.0,101.0,197.0,1.93,0.28,258.56,1.1570888384499254,0.49366202320953684,-0.43405873817756185
mp-2157,Co3W,0.16374592300000002,12.92411901,0.0,142.0,279.0,0.14,0.28,363.52,-0.0015653228495828213,-0.48096504262070755,-0.3434805192541367
mp-224,WS2,0.121333614,6.576662628999999,0.227115,20.0,27.0,401.13,0.2,48.0,0.5284959516445094,-0.30578986453297796,-0.46268328632685857
mp-22693,Te2W,0.233957238,8.523376261000001,0.0,13.0,20.0,45.09,0.23,31.98,0.45000619432128164,-0.5541247198552354,-0.04056766791240195
mp-23178,WCl6,0.060568165,2.887145358,0.126281429,0.0,1.0,0.78,0.29,0.0,2.7259415577629897,-1.593145255313298,1.679742842982075
mp-2420,PW,0.08768324400000001,12.10182226,0.0,117.0,222.0,0.42,0.28,299.52,0.23105840441893835,-0.2597946697171064,0.25543742667850255
mp-29481,Rb2WBr6,0.18270163899999997,4.40274788,0.0,4.0,15.0,3.8,0.38,11.04,4.63112768114327,-2.5024516940170765,2.5317606479369354
mp-30337,Al5W,0.08969872,5.700302231,0.0,98.0,124.0,0.03,0.19,233.24,0.06096354859885414,-0.2866589218643379,0.11044777248109867
mp-30744,IrW,0.123637329,20.51773603,0.0,183.0,334.0,0.11,0.27,464.82,0.3237544226073577,-0.34709341663548526,0.02903848726027333
mp-30745,Ir3W,0.126910682,21.33034332,0.0,193.0,351.0,0.08,0.27,490.22,0.08324714052420977,-0.58082781086797,-0.0935567882649741
mp-30866,Rh3W,0.12203762300000001,14.09088559,0.0,132.0,283.0,0.05,0.3,343.2,0.2642268776640881,-0.24814383938340295,-0.2616373528623772
mp-566278,WO3,0.466982805,6.652246333,0.32150875,82.0,194.0,1.07,0.32,216.48,1.1570888384499254,0.49366202320953684,-0.43405873817756185
mp-568827,Be12W,0.111945009,4.4449051289999995,0.0,158.0,144.0,0.09,0.1,347.6,0.1666150916743842,-0.8278259035616565,-0.49318233685689217
mp-569803,B2W,0.088672976,12.27319821,0.0,224.0,321.0,0.02,0.22,546.56,0.22356058267611545,-0.04095852961514745,0.26271273818400354
mp-675,ZrW2,0.114255257,13.52058797,0.0,87.0,215.0,0.06,0.32,229.68,0.9343527032735224,-0.42125722777218116,0.12042090117117625
mp-7832,BW,0.103227515,15.33150244,0.0,196.0,342.0,0.19,0.26,493.92,0.3337843231625235,-0.13559237456719522,0.17652443160345033
mp-862655,Ru3W,0.09547327800000001,13.99637553,0.0,162.0,309.0,0.03,0.28,414.72,0.11088587736766203,-0.5833229643066025,-0.1087475041234772
mp-976082,Mn2GaW,0.115941515,11.64361163,0.585265086,114.0,220.0,0.48,0.28,291.84,0.39189347725064644,-0.4337479292437238,-0.2683904771372372
mp-9813,WS2,0.12097095599999999,6.557005455,0.0,20.0,27.0,294.55,0.21,48.4,0.5284959516445094,-0.30578986453297796,-0.46268328632685857
mp-18803,Na2WO4,0.485145041,4.882345569,0.0,28.0,52.0,0.02,0.27,71.12,3.145230584365088,1.049965454459848,-0.8388539091696906
mp-18875,MgWO4,0.553484371,6.570296868,0.0,70.0,136.0,0.25,0.28,179.2,1.1532503159611547,2.021218159101185,0.2989358743387817
mp-18918,ZnWO4,0.547495426,7.4436353010000005,0.0,54.0,142.0,0.56,0.33,143.64,1.360997405681139,0.6976359611173745,-0.6505429031367473
mp-19048,BaWO4,0.46392248799999997,6.023402682,0.0,24.0,56.0,0.46,0.31,62.88,2.2644684617680686,1.8562026001247982,-1.6170188015036908
mp-19789,Mn(BW)2,0.102469238,13.75827346,0.0,187.0,306.0,0.19,0.25,467.5,0.7659595585481705,-0.1829799613669011,0.2578711791880464
mp-27768,Co(BW)3,0.115452289,14.62245191,0.0,203.0,339.0,0.12,0.25,507.5,1.0208651177903294,-0.13768316698471736,0.487816372254839
mp-29556,Tl2WCl6,0.131700874,5.23619038,0.0,5.0,15.0,0.82,0.36,13.6,4.441492107491966,-2.7086853401278024,2.9604873755602235
